27.272678	9.870889	7.2054677	0.9139905	-9.835801	-1.2947451	-6.4704633	12.523709	3.2841058	-5.8765597	-13.093587	17.881758	18.348743	-14.145966	-15.16129	8.598868	1.0369049	4.3235326	2.1174083	-14.906331
9.482779	1.9139382	8.847527	-5.130674	-12.829829	-12.538651	1.4559588	28.959791	-26.335663	-0.11627775	-4.020592	12.32364	15.204884	-5.8284535	-3.040022	3.2906096	-13.54484	11.400809	13.866607	1.0335273
-2.9125905	9.156806	36.471233	10.719737	-10.730252	-13.007575	-2.2104034	16.415125	-2.837745	-17.522425	1.7700211	-2.9895372	-1.0296812	8.499837	18.714375	0.4242288	4.8277445	4.5120516	4.269595	-13.049403
15.083548	1.603192	-15.152666	-6.246153	3.4607546	13.959474	12.999019	8.121938	9.338812	6.546898	8.68481	12.906356	9.685198	-14.565192	-8.61683	-3.5124106	1.7940558	15.265075	6.9379187	-0.50523406
24.87073	20.156397	-2.6238487	-20.639559	1.1197584	-4.848342	2.331044	-4.0468483	-1.8553208	6.712036	8.41493	8.146562	13.014625	-9.290321	5.89695	-5.330808	-16.495632	10.175216	-11.935794	-11.028065
20.503942	-19.324562	1.3240414	2.7391877	10.338361	8.88491	7.140948	4.9967256	-6.07643	9.516186	4.4503155	-2.828286	-13.302867	20.022415	-5.455153	17.553339	16.152798	9.595375	-11.917523	-4.7887177
26.25757	19.19917	3.6811922	-0.12669514	7.3433475	-6.770811	-9.403266	-2.972935	29.187668	-3.9856877	1.673868	8.336343	-11.315342	1.1696681	17.694162	-12.398176	-3.022297	-4.0534954	-7.7554445	5.523034
-4.5677643	-9.754124	8.866603	8.6522	-4.5854025	-26.468431	0.99603164	2.8652706	-7.9593253	0.82498133	8.942554	7.2980747	-13.989118	-19.3949	-3.0456445	-1.3487729	-10.740888	14.217046	-3.485334	9.701791
14.810633	7.7019076	-12.728527	20.42085	22.176859	-11.607946	13.098675	-8.6469965	-1.5298121	-5.47659	13.074356	3.2997317	14.125007	21.752182	1.6350325	-0.023140974	4.6565475	20.218533	12.674138	17.734833
15.972147	-2.5365257	11.416464	9.956661	-6.413617	-19.142231	28.781734	-29.081707	1.8308505	2.1380084	12.913347	-0.98644066	-8.610572	1.1469889	0.27361593	-6.0092816	-8.585403	8.74086	7.151642	-14.478396
22.208075	-2.8959296	-10.780874	-15.618832	23.469133	-9.104598	4.7844086	-21.930285	1.2837874	3.0124516	4.68144	-8.650868	-6.576457	6.2040496	-5.9163895	12.711395	-8.617944	6.0952015	11.748527	-7.133462
15.595833	27.615034	6.29091	-4.5858545	16.720585	-7.2481894	-8.153102	-4.6542974	20.975334	-30.63862	11.847778	13.712033	-0.39643294	-7.819776	0.06695627	1.6774092	15.635589	-0.10483031	3.0905657	3.8883607
6.412302	12.274192	20.656933	12.435485	-9.55224	1.9342369	25.251995	-3.3221798	-2.899823	-2.3153393	5.2345057	23.900658	-13.73817	-11.085866	-5.719548	7.113176	-1.8787879	8.932234	4.0799923	5.798096
0.9738997	9.256606	4.173401	-7.0491815	13.793624	-0.32075816	23.84051	-9.107382	-26.809544	2.888718	-8.520605	8.810431	0.28748858	14.593141	-5.617245	-8.634398	8.697122	-12.604953	-12.6028805	9.106139
11.602332	-1.6378561	-0.90699667	-3.613842	10.252248	8.938202	24.734861	-0.47167304	5.5520635	10.385077	0.1884031	19.83146	-1.3008391	-21.720695	-4.4721346	-5.7056546	2.7733219	0.80814475	-4.107195	7.3782744
25.744656	5.656877	-11.526659	-26.498434	18.41615	10.08157	-4.0233	-1.145275	-1.6835625	-3.1440551	9.6708145	19.040346	9.986807	4.672916	0.70572966	3.5929415	-4.9901	-4.0837426	19.386013	-7.284521
28.119806	3.5892253	-1.8777469	-14.049122	24.4016	2.9551072	-1.930406	-16.999493	0.3686559	-7.0812335	2.9024386	7.8253913	-3.6126966	-4.308951	-6.293264	6.1329055	-0.6774292	-6.569935	21.470797	-15.987629
29.043058	29.996305	-8.269682	-4.3767924	20.696049	-0.007129227	-8.408555	1.2441188	9.801609	-18.251423	5.309936	24.765968	6.4709682	-0.6612353	-11.216426	-6.4846077	-11.953717	2.0832915	0.2792162	0.7276543
38.50305	24.201046	6.9076314	-3.9367592	13.927941	10.123282	-9.97841	-9.574346	-1.4751635	6.143459	2.9842405	14.553356	3.984374	7.6624703	-12.107499	4.763441	3.5894074	-8.674896	5.0001163	-1.7800283
34.347836	18.859428	0.6036001	-15.438634	11.221022	4.256097	-5.432639	7.3589964	11.14088	5.3725195	1.5279953	0.5440208	-8.756701	-5.5476933	-4.8971386	13.131837	-5.4540486	-18.651575	10.240736	-10.520209
23.99965	13.628104	12.0002775	-24.81206	11.7196455	10.97159	-3.3332822	15.046104	17.825022	-11.335934	1.2007923	-3.547504	8.176563	-6.725379	1.430695	-5.847867	-15.478359	-11.290377	-2.976489	10.543542
16.600557	16.6752	15.714807	-4.991793	7.5759	-28.666073	-17.50786	8.066035	29.501308	-11.084617	5.592491	11.660103	-1.1799328	2.0996218	3.1306047	-3.2002785	-0.6896936	-9.779768	4.0242634	-6.90021
12.264035	16.538246	-5.601803	7.683986	26.677116	-7.0692797	23.529642	-10.0511875	-6.414679	-9.784795	4.248124	0.08488739	7.502981	-11.739052	-8.235719	1.1059732	17.676487	4.892283	-0.182892	-1.883822
-4.379327	-9.421427	-15.941926	-6.868386	22.481459	8.419172	7.8858676	-1.1727107	-2.2247405	-2.7770357	-10.280959	1.25046	-0.5158593	8.289263	2.117496	2.9273176	-8.496092	27.803272	-7.74897	-8.071326
