27.2542	10.185854	7.1135287	0.67742336	-9.774804	-1.2175782	-6.3049297	12.303885	3.065831	-5.695494
9.571966	2.1055403	8.800961	-5.314835	-12.7827635	-12.415055	1.7209376	29.13041	-26.456856	0.07756354
-2.8107278	9.40171	36.39201	10.6537075	-10.7386875	-13.03077	-2.2259903	16.513845	-2.984971	-17.51591
15.017441	1.6246617	-15.1553545	-6.291008	3.4855978	13.96944	13.238748	7.870947	9.211634	7.0190287
24.492512	20.16203	-2.6649263	-20.756186	1.2103752	-4.7932534	2.3093116	-4.1439724	-1.8119346	6.372355
20.702076	-19.1217	1.362833	2.805467	10.340768	8.869358	7.2524285	4.629524	-6.1176357	9.284588
26.098204	19.449324	3.5546994	-0.3156241	7.3853655	-6.668685	-9.5077305	-2.7116168	29.109816	-3.9476483
-4.4020276	-9.678602	8.873935	8.665736	-4.6055984	-26.543674	0.7301015	3.2104685	-7.988794	0.7278237
14.785647	7.874201	-12.841583	20.37575	22.112682	-11.675932	13.02399	-8.552103	-1.426611	-5.240874
15.884019	-2.4471798	11.422061	10.098285	-6.489107	-19.513256	28.256105	-29.20621	1.9558893	1.9527693
22.077719	-2.8986404	-10.743674	-15.582097	23.528715	-9.092842	4.641902	-22.041138	1.3654839	3.163758
15.320238	27.733208	6.1712475	-4.7265835	16.77582	-7.136375	-8.219572	-4.443957	20.88789	-30.512613
6.342962	12.425489	20.583752	12.473013	-9.622043	1.7182096	25.174742	-3.4453983	-2.9712424	-2.1879485
0.8538442	9.218696	4.1601152	-6.9918747	13.798032	-0.36978504	23.874496	-9.50944	-26.624496	2.5725462
11.554055	-1.6145307	-0.89132875	-3.5158477	10.232534	8.843992	24.822758	-0.7125088	5.6341047	10.440819
25.498144	5.626726	-11.500932	-26.52346	18.509525	10.252881	-3.8118186	-1.0931526	-1.7586782	-2.9187586
27.966005	3.6843896	-1.8755358	-14.0401945	24.461336	3.033679	-1.9085145	-17.163967	0.4042438	-6.8888288
28.725307	30.176182	-8.4248905	-4.602478	20.758223	0.18387167	-8.276535	1.364506	9.795475	-18.335821
38.31364	24.557825	6.7559843	-4.160408	13.994966	10.316172	-9.7985935	-9.784217	-1.4690447	6.2536883
34.10928	19.064981	0.5120537	-15.624917	11.307404	4.456475	-5.191749	7.4106183	11.107277	5.358729
23.796764	13.748437	11.963247	-24.8905	11.807147	11.210333	-3.0164835	15.229974	17.838875	-11.2571535
16.547533	16.944345	15.60146	-5.235733	7.6708546	-28.47915	-17.602999	8.462896	29.446674	-11.160048
12.11842	16.634611	-5.6943684	7.650097	26.677645	-7.155918	23.526531	-10.559926	-6.3807826	-9.713986
-4.4246693	-9.63168	-15.85049	-6.688967	22.477451	8.38757	7.914122	-1.323049	-2.2316606	-2.8401585
-7.581422	26.977587	-19.73824	-10.1175375	20.123919	-3.9611745	-1.1601993	31.95698	-8.601539	-8.900106
15.630336	18.682648	-3.746565	-2.7837238	16.03845	7.5631776	-22.621931	-15.165825	8.551588	-9.043925
38.043407	-0.1774291	-6.9421005	-3.6032739	20.772474	4.0089192	-31.414822	15.137139	0.3259913	-4.658655
4.797969	8.526494	14.968346	4.11615	22.765657	-8.814266	21.837431	8.80082	2.1460845	13.504584
8.680734	-0.36540836	-1.0675586	14.193463	18.458393	-1.8955404	-16.724146	17.515396	-6.662414	18.830637
-4.978531	12.263622	3.3274727	11.846437	0.63523483	4.8224187	8.3410425	-4.9166274	10.724117	-9.316204
20.44494	23.489254	2.7487278	11.1601095	-0.6760517	-1.0492853	-6.1956167	20.369015	-26.707537	-15.5539465
15.269133	19.323254	10.080274	-2.4352334	13.946667	4.557617	-7.4817142	30.692663	-14.629142	-15.862702
26.6447	-1.3872485	10.103786	-15.088758	29.966297	0.29257384	-8.241596	-16.66422	5.4319425	-6.254802
25.674023	0.19185984	21.890121	7.4634385	-15.277126	-17.835197	-6.0050116	3.7325745	-5.963233	-13.322572
16.71255	15.284583	-17.015966	-4.9291916	17.795374	15.9805975	-0.71066517	-16.740341	2.8192372	-8.300708
9.763305	5.781814	-8.828443	-24.586603	7.215275	12.411372	8.694631	8.270048	26.357504	6.3058767
11.578815	-5.1121583	13.280762	-2.6891782	9.786331	-22.337372	-5.6467385	-0.7511317	-16.17496	-0.98044586
9.873126	30.934202	-15.141488	1.1644238	10.009679	-4.772976	20.726126	-2.5310123	-9.767507	0.78317255
6.531757	9.24001	2.998048	-17.294691	-2.2226658	7.407367	8.239357	26.248737	5.211615	6.558404
33.899097	11.733169	-5.5446978	-11.387995	9.699904	0.6759501	-7.126666	2.1138964	-11.48642	-0.1326929
30.061972	20.100122	5.1577106	-15.1537695	11.289687	10.795681	3.6078758	-2.1062348	5.327016	-14.683739
5.3750963	1.2730358	3.0671463	11.951737	-4.5618243	-8.624292	11.574633	13.09941	-12.585766	3.506053
-0.67363447	21.006416	1.2045751	-14.423424	-5.3768163	-11.13137	-2.030553	-6.9056425	-18.444578	13.661318
6.478884	-6.976674	-2.333895	16.879692	16.19143	10.861251	26.879543	-4.095704	-7.126188	-0.43482152
22.110186	-2.6271877	-5.8853498	-0.78104657	-7.8859935	-18.279259	-16.16152	12.180418	-8.215734	0.3984629
28.983007	-3.4610202	6.2250905	1.9445941	-8.644599	2.0465953	-3.9617674	4.2901616	-8.07461	-20.984322
19.581785	8.121839	-0.31866562	-19.28345	6.5046883	19.848196	-10.075421	29.964762	-1.9608443	-5.0233006
-2.0450733	6.2140064	-10.769168	-14.691972	-1.741734	24.23017	2.9791212	15.268448	-7.3538904	-12.61104
-0.7570167	1.1936948	-3.5027318	3.5115342	9.581057	5.240371	23.277796	-5.526298	4.0729375	-12.400133
5.8677077	-1.9519076	-7.2541428	8.719126	15.65245	16.11615	20.45757	-1.7953764	0.16221751	-7.1245074
23.124224	10.348993	-12.653713	-12.029149	-9.2486105	11.538393	15.42478	1.665974	13.454679	-3.6856322
19.954802	23.488531	5.7936735	6.9600186	-16.380245	11.049228	7.2556057	1.5721669	3.9352646	-24.954857
13.547997	-11.057257	4.667188	7.1623716	-1.6108292	-18.49593	-8.740901	-0.8640037	-9.615127	11.376263
9.676242	5.470224	21.840544	0.8613549	15.016892	-20.922457	8.250055	-14.617826	3.8255792	5.4463305
-1.3920035	-0.7186388	-16.535082	-14.772711	-18.121342	-7.987388	5.091015	26.383175	-5.6718993	-2.7879658
-24.553127	14.043158	-7.636642	4.374188	10.608186	15.928738	-4.0022426	-28.549734	5.7084947	-3.0866704
-2.952078	-17.337027	-24.133404	0.038166087	13.238118	-1.0437971	10.088983	18.212606	0.6485434	-2.9454775
24.362406	-7.6418796	2.858171	13.509805	8.607963	33.342922	-8.329572	-9.408376	3.3974156	-7.6913714
